"Date","Price","Open","High","Low","Vol.","Change %"
"09/26/2014","349.46","348.32","350.39","346.13","1.06M","-0.43%"
"09/25/2014","350.97","356.25","357.85","349.83","1.30M","-1.12%"
"09/24/2014","354.94","354.33","356.41","354.33","1.00M","-0.10%"
"09/23/2014","355.29","357.49","358.32","355.29","1.01M","-0.51%"
"09/22/2014","357.11","361.25","361.25","356.56","1.10M","-1.48%"
"09/19/2014","362.47","363.76","364.81","362.40","1.13M","0.10%"
"09/18/2014","362.10","360.89","362.34","360.29","974.83K","0.47%"
"09/17/2014","360.39","358.36","362.06","358.18","1.15M","1.07%"
"09/16/2014","356.57","359.87","359.97","356.57","1.15M","-1.00%"
"09/15/2014","360.16","359.04","361.07","357.83","903.88K","0.05%"
"09/12/2014","359.98","365.38","365.73","359.98","1.13M","-1.48%"
"09/11/2014","365.37","367.99","368.41","365.37","1.08M","-0.47%"
"09/10/2014","367.08","368.13","368.24","364.16","1.12M","-0.71%"
"09/09/2014","369.70","371.02","371.34","369.30","1.11M","0.33%"
"09/05/2014","368.48","371.25","371.53","366.21","972.63K","-0.39%"
"09/04/2014","369.93","371.28","371.30","368.46","1.12M","-0.50%"
"09/03/2014","371.80","372.19","372.80","369.75","1.29M","0.45%"
"09/02/2014","370.15","375.25","375.31","369.62","1.44M","-1.53%"
"09/01/2014","375.89","373.53","376.45","373.34","1.40M","1.21%"
"08/29/2014","371.41","371.63","373.11","370.42","1.43M","-0.21%"
"08/28/2014","372.21","373.09","373.35","371.36","1.86M","0.09%"
"08/27/2014","371.88","369.99","372.48","369.93","1.91M","1.05%"
"08/26/2014","368.03","368.13","369.54","367.77","1.12M","0.02%"
"08/25/2014","367.96","367.87","369.04","366.77","1.05M","0.13%"
"08/22/2014","367.48","364.32","367.90","363.62","1.37M","1.16%"
"08/21/2014","363.27","366.15","366.25","361.61","1.21M","-0.70%"
"08/20/2014","365.82","366.70","367.22","364.35","1.19M","0.26%"
"08/19/2014","364.87","363.52","366.12","363.52","1.21M","1.07%"
"08/18/2014","361.00","364.06","364.10","360.15","1.20M","-0.56%"
"08/15/2014","363.05","364.37","364.43","361.51","1.20M","-0.13%"
"08/14/2014","363.54","365.06","365.62","363.13","1.44M","0.45%"
"08/13/2014","361.91","358.81","362.61","358.33","1.22M","0.78%"
"08/12/2014","359.11","359.76","361.16","358.39","1.24M","0.09%"
"08/11/2014","358.78","354.91","359.64","354.73","1.24M","1.05%"
"08/08/2014","355.04","355.96","355.96","351.37","1.39M","-0.47%"
"08/07/2014","356.70","358.87","359.39","355.63","1.22M","-0.28%"
"08/06/2014","357.71","357.92","358.86","354.32","1.58M","0.14%"
"08/05/2014","357.22","364.14","364.14","357.22","1.35M","-2.10%"
"08/04/2014","364.88","360.07","364.88","359.68","1.22M","1.66%"
"08/01/2014","358.93","356.01","359.46","355.24","1.35M","-0.24%"
"07/31/2014","359.81","365.40","365.56","359.80","1.51M","-1.75%"
"07/30/2014","366.23","365.60","367.36","364.50","1.41M","0.45%"
"07/29/2014","364.59","368.51","369.51","362.21","2.15M","-0.52%"
"07/28/2014","366.50","368.95","369.75","366.36","1.47M","-1.13%"
"07/25/2014","370.69","376.26","376.78","369.54","1.56M","-1.65%"
"07/24/2014","376.90","376.90","378.42","375.13","1.77M","0.26%"
"07/23/2014","375.92","373.53","375.92","371.68","1.43M","0.00%"
"07/22/2014","375.92","373.53","375.92","371.68","1.43M","0.86%"
"07/21/2014","372.70","373.30","374.84","372.10","1.36M","0.60%"
"07/18/2014","370.47","366.66","371.58","366.66","1.54M","-0.18%"
"07/17/2014","371.12","373.06","374.43","369.80","1.92M","-1.80%"
"07/16/2014","377.91","382.09","382.28","377.01","1.94M","-1.16%"
"07/15/2014","382.34","382.80","384.25","381.15","1.67M","0.37%"
"07/14/2014","380.93","380.91","383.20","380.49","1.79M","-0.17%"
"07/11/2014","381.59","384.42","386.42","380.29","2.32M","-0.70%"
"07/10/2014","384.29","382.35","385.11","382.35","2.09M","0.74%"
"07/09/2014","381.46","382.95","383.70","381.12","1.77M","-0.71%"
"07/08/2014","384.18","384.24","385.16","382.63","1.91M","-0.12%"
"07/07/2014","384.65","382.59","384.65","380.75","2.13M","0.31%"
"07/04/2014","383.46","383.60","384.75","381.28","2.20M","-0.05%"
"07/03/2014","383.66","378.46","384.26","377.73","2.14M","1.17%"
"07/02/2014","379.23","377.93","382.46","376.05","2.98M","1.01%"
"07/01/2014","375.44","372.77","376.41","371.69","2.25M","0.86%"
"06/30/2014","372.24","369.06","372.24","368.42","1.75M","1.33%"
"06/27/2014","367.34","367.87","368.67","366.96","1.56M","-0.26%"
"06/26/2014","368.28","366.50","368.58","366.47","1.96M","1.10%"
"06/25/2014","364.29","364.73","365.48","363.75","1.24M","-0.02%"
"06/24/2014","364.37","364.43","366.13","363.61","1.18M","0.13%"
"06/23/2014","363.91","368.36","368.72","363.70","1.66M","-0.76%"
"06/20/2014","366.71","369.81","370.45","366.71","1.38M","-0.60%"
"06/19/2014","368.94","366.78","369.33","366.78","1.48M","0.69%"
"06/18/2014","366.41","366.93","368.28","363.74","1.96M","0.17%"
"06/17/2014","365.78","364.38","366.29","363.41","1.70M","0.70%"
"06/16/2014","363.23","363.00","363.82","361.83","1.53M","0.09%"
"06/13/2014","362.91","362.89","363.96","362.20","1.63M","-0.10%"
"06/12/2014","363.26","364.04","364.34","362.71","1.83M","-0.50%"
"06/11/2014","365.09","363.91","365.09","363.20","1.62M","0.20%"
"06/10/2014","364.36","362.87","364.36","362.10","1.69M","0.74%"
"06/09/2014","361.68","361.16","362.16","360.57","1.84M","0.46%"
"06/06/2014","360.01","362.25","362.61","359.71","2.13M","-0.13%"
"06/05/2014","360.49","359.78","360.49","358.47","2.03M","0.31%"
"06/04/2014","359.39","359.47","360.18","358.45","1.86M","0.35%"
"06/03/2014","358.13","357.26","358.23","355.65","1.53M","0.82%"
"05/30/2014","355.22","358.59","358.97","355.22","2.07M","-0.63%"
"05/29/2014","357.46","358.43","359.06","356.33","1.60M","-0.29%"
"05/28/2014","358.51","356.62","358.60","356.30","1.48M","0.84%"
"05/27/2014","355.54","355.04","355.96","354.59","1.43M","0.23%"
"05/26/2014","354.74","355.63","356.02","354.74","1.60M","0.32%"
"05/23/2014","353.61","351.69","353.85","351.69","1.52M","0.50%"
"05/22/2014","351.86","348.59","351.86","348.59","1.31M","1.60%"
"05/21/2014","346.32","348.33","348.66","346.15","1.03M","-0.37%"
"05/20/2014","347.62","348.55","349.41","347.42","1.16M","0.15%"
"05/19/2014","347.09","347.30","347.90","346.06","1.21M","0.14%"
"05/16/2014","346.60","345.44","346.98","343.53","1.12M","0.11%"
"05/15/2014","346.22","344.71","346.22","344.33","1.06M","0.23%"
"05/14/2014","345.43","344.19","345.43","342.30","1.28M","0.90%"
"05/13/2014","342.35","344.44","345.35","341.58","1.44M","0.30%"
"05/12/2014","341.31","345.44","345.85","340.94","1.41M","-1.12%"
"05/09/2014","345.17","347.81","348.17","344.37","1.70M","-0.54%"
"05/08/2014","347.06","347.87","348.30","345.61","1.59M","0.29%"
"05/07/2014","346.07","346.14","346.76","344.41","1.56M","-0.09%"
"05/06/2014","346.37","345.64","347.53","344.19","1.51M","0.51%"
"05/05/2014","344.62","344.72","345.67","342.58","1.31M","0.38%"
"05/02/2014","343.30","342.64","343.94","341.68","1.42M","1.22%"
"04/30/2014","339.15","343.80","344.15","338.65","1.56M","-1.25%"
"04/29/2014","343.44","342.51","343.99","341.49","1.37M","0.85%"
"04/28/2014","340.55","334.39","341.60","333.96","1.47M","0.87%"
"04/25/2014","337.60","344.81","345.58","336.46","2.11M","-1.94%"
"04/24/2014","344.29","345.38","345.48","343.16","1.58M","-0.01%"
"04/23/2014","344.33","346.73","347.37","343.54","1.80M","-0.06%"
"04/22/2014","344.53","343.11","345.51","342.95","1.57M","0.50%"
"04/21/2014","342.83","342.52","343.49","341.70","1.17M","-0.01%"
"04/18/2014","342.87","343.97","344.46","341.49","1.27M","0.57%"
"04/17/2014","340.92","341.00","342.39","339.92","1.58M","0.26%"
"04/16/2014","340.02","339.92","341.92","338.84","1.42M","0.04%"
"04/15/2014","339.90","338.68","340.12","338.33","1.43M","1.00%"
"04/14/2014","336.53","338.28","338.43","336.33","1.15M","-0.67%"
"04/11/2014","338.80","337.93","338.80","335.97","1.51M","-0.49%"
"04/10/2014","340.48","341.47","342.28","338.64","1.86M","0.09%"
"04/09/2014","340.17","339.51","340.81","339.51","1.57M","0.60%"
"04/08/2014","338.14","337.26","338.95","336.91","1.39M","0.33%"
"04/07/2014","337.03","335.78","337.03","334.56","1.56M","-0.13%"
"04/03/2014","337.46","338.90","339.42","336.60","1.73M","-0.59%"
"04/02/2014","339.45","339.15","340.39","337.99","1.64M","0.66%"
"04/01/2014","337.23","335.69","337.23","334.66","1.46M","0.57%"
"03/31/2014","335.33","333.57","335.33","331.97","1.25M","0.94%"
"03/28/2014","332.21","332.30","334.23","331.08","1.45M","-0.01%"
"03/27/2014","332.25","330.89","332.25","329.65","1.38M","0.25%"
"03/26/2014","331.42","330.96","331.64","330.01","1.47M","1.00%"
"03/25/2014","328.14","324.10","328.14","324.10","1.29M","0.99%"
"03/24/2014","324.92","322.25","324.92","320.70","1.23M","0.31%"
"03/21/2014","323.91","326.99","327.06","322.90","1.53M","-0.06%"
"03/20/2014","324.11","325.66","325.68","323.73","1.42M","-1.23%"
"03/19/2014","328.14","330.43","330.80","327.37","1.55M","-0.54%"
"03/18/2014","329.93","331.16","331.85","329.43","1.67M","0.21%"
"03/17/2014","329.24","328.98","329.57","327.39","1.48M","0.12%"
"03/14/2014","328.86","328.80","329.30","327.86","1.38M","-0.68%"
"03/13/2014","331.10","330.21","332.05","330.21","1.77M","1.44%"
"03/12/2014","326.39","325.52","326.39","324.83","1.39M","-0.24%"
"03/11/2014","327.18","326.18","327.55","325.94","1.38M","0.74%"
"03/10/2014","324.77","326.73","327.10","323.89","1.39M","-0.61%"
"03/07/2014","326.76","328.62","330.23","325.76","2.19M","0.14%"
"03/06/2014","326.29","322.82","326.75","322.82","1.79M","1.40%"
"03/05/2014","321.78","320.53","322.55","320.53","1.62M","1.35%"
"03/04/2014","317.49","318.87","319.69","317.49","1.50M","-0.55%"
"03/03/2014","319.26","319.82","319.82","316.73","1.57M","-0.24%"
"02/27/2014","320.03","319.61","320.87","319.08","1.62M","0.46%"
"02/26/2014","318.58","316.95","319.63","316.58","1.68M","0.44%"
"02/25/2014","317.18","317.40","318.18","316.52","1.53M","0.32%"
"02/24/2014","316.17","317.81","318.11","315.31","1.58M","-0.31%"
"02/21/2014","317.16","316.31","317.69","316.15","1.78M","0.93%"
"02/20/2014","314.25","314.97","315.99","313.66","1.51M","-0.64%"
"02/19/2014","316.29","315.81","316.29","314.80","1.41M","0.34%"
"02/18/2014","315.23","314.68","315.23","313.40","1.26M","0.35%"
"02/17/2014","314.12","314.58","315.35","313.43","1.23M","0.22%"
"02/14/2014","313.42","314.41","315.93","313.07","1.44M","0.61%"
"02/13/2014","311.52","312.53","313.25","311.52","1.37M","-0.34%"
"02/12/2014","312.57","310.22","312.87","310.22","1.52M","1.37%"
"02/11/2014","308.36","307.94","308.94","307.25","1.22M","0.46%"
"02/10/2014","306.94","308.44","309.36","306.94","1.34M","-0.22%"
"02/07/2014","307.63","307.40","308.61","306.47","1.66M","1.10%"
"02/06/2014","304.27","302.49","305.19","302.49","1.50M","0.94%"
"02/05/2014","301.45","301.21","303.19","300.01","1.68M","-2.52%"
"01/27/2014","309.24","310.91","311.03","308.32","1.45M","-1.74%"
"01/24/2014","314.71","313.96","315.31","313.75","1.22M","0.11%"
"01/23/2014","314.35","316.50","316.97","314.35","1.36M","-0.33%"
"01/22/2014","315.39","314.18","316.04","314.03","1.43M","0.30%"
"01/21/2014","314.45","317.30","317.65","314.34","1.71M","-0.61%"
"01/20/2014","316.37","314.49","317.29","314.29","1.55M","0.55%"
"01/17/2014","314.63","315.50","315.97","313.37","1.60M","0.06%"
"01/16/2014","314.43","315.25","316.37","314.02","1.97M","0.45%"
"01/15/2014","313.03","310.67","313.74","310.67","1.87M","1.17%"
"01/14/2014","309.41","308.21","309.67","307.39","1.46M","0.14%"
"01/13/2014","308.98","310.05","310.82","308.72","1.72M","0.46%"
"01/10/2014","307.56","308.01","308.73","307.21","1.78M","0.40%"
"01/09/2014","306.32","307.91","309.27","305.90","2.66M","-0.73%"
"01/08/2014","308.58","307.42","309.39","307.42","2.27M","0.95%"
"01/07/2014","305.67","306.09","306.89","305.67","1.77M","0.09%"
"01/06/2014","305.39","307.02","308.12","305.25","1.71M","-0.42%"
"01/03/2014","306.68","307.43","307.43","305.69","1.64M","-0.72%"
"01/02/2014","308.91","309.02","309.56","307.37","1.63M","0.09%"
"12/31/2013","308.62","309.01","309.85","308.01","1.49M","-0.05%"
"12/30/2013","308.76","305.82","308.76","305.82","1.33M","1.10%"
"12/27/2013","305.41","303.82","305.69","303.72","1.19M","0.62%"
"12/26/2013","303.53","302.28","303.84","302.27","1.01M","0.42%"
"12/25/2013","302.27","301.86","303.14","301.86","1.05M","0.21%"
"12/24/2013","301.65","302.89","303.09","301.65","1.01M","-0.15%"
"12/23/2013","302.09","301.97","303.37","301.90","1.19M","0.60%"
"12/20/2013","300.29","299.52","301.40","299.40","1.11M","0.11%"
"12/19/2013","299.96","299.99","301.08","298.59","1.16M","0.84%"
"12/18/2013","297.45","298.76","299.45","297.02","1.08M","-0.40%"
"12/17/2013","298.64","297.86","299.89","297.86","1.11M","0.95%"
"12/16/2013","295.82","297.54","297.89","295.82","1.07M","-0.66%"
"12/13/2013","297.80","297.85","298.85","297.24","1.15M","-0.15%"
"12/12/2013","298.25","299.47","300.07","297.81","967.28K","-0.80%"
"12/11/2013","300.67","301.62","303.33","299.82","1.23M","-0.34%"
"12/10/2013","301.69","301.79","302.27","300.69","1.07M","-0.05%"
"12/09/2013","301.83","302.24","303.15","301.21","1.24M","0.82%"
"12/06/2013","299.38","298.52","301.07","298.28","1.09M","0.21%"
"12/05/2013","298.74","301.05","301.39","298.20","1.20M","-0.58%"
"12/04/2013","300.49","299.11","301.29","299.03","1.23M","0.20%"
"12/03/2013","299.90","299.91","301.04","298.97","1.07M","-0.11%"
"12/02/2013","300.23","301.31","301.91","299.66","996.73K","0.03%"
"11/29/2013","300.13","298.30","300.73","297.98","1.28M","0.74%"
"11/28/2013","297.93","297.02","298.74","296.78","1.39M","0.64%"
"11/27/2013","296.04","295.77","297.00","295.12","1.26M","0.67%"
"11/26/2013","294.06","290.97","295.19","290.33","1.58M","1.39%"
"11/25/2013","290.03","290.59","291.91","290.03","944.51K","0.66%"
"11/22/2013","288.13","288.21","289.86","288.13","923.09K","0.01%"
"11/21/2013","288.10","291.42","292.03","287.66","1.03M","-1.35%"
"11/20/2013","292.03","294.09","294.09","291.76","1.06M","-0.96%"
"11/19/2013","294.86","293.12","295.03","292.79","1.20M","1.01%"
"11/18/2013","291.91","293.46","293.68","291.77","1.13M","-0.09%"
"11/15/2013","292.18","292.67","293.72","291.79","1.24M","0.18%"
"11/14/2013","291.65","291.98","292.98","290.30","1.41M","0.54%"
"11/13/2013","290.08","293.36","293.36","290.08","1.08M","-1.11%"
"11/12/2013","293.35","295.87","295.93","291.58","1.41M","-0.20%"
"11/11/2013","293.93","295.83","296.74","293.70","1.27M","-0.83%"
"11/08/2013","296.40","296.34","297.89","295.69","1.19M","-0.73%"
"11/07/2013","298.59","299.12","299.53","297.36","1.45M","-0.02%"
"11/06/2013","298.66","298.62","299.34","296.68","1.46M","0.28%"
"11/05/2013","297.83","301.50","302.64","297.83","1.41M","-1.14%"
"11/04/2013","301.25","300.08","301.44","299.39","1.25M","0.23%"
"11/01/2013","300.57","304.16","304.26","299.82","1.26M","-0.76%"
"10/31/2013","302.88","302.53","303.93","302.04","1.42M","-0.27%"
"10/30/2013","303.70","301.55","303.70","301.35","1.20M","0.83%"
"10/29/2013","301.20","300.54","302.07","299.61","908.87K","-0.03%"
"10/28/2013","301.30","300.17","301.94","299.62","919.33K","0.85%"
"10/25/2013","298.77","300.48","301.01","298.25","1.09M","-1.04%"
"10/24/2013","301.91","299.62","301.91","298.86","933.52K","0.17%"
"10/23/2013","301.41","301.49","302.63","300.60","1.08M","-0.06%"
"10/22/2013","301.59","300.61","301.62","299.17","1.14M","0.22%"
"10/21/2013","300.93","303.20","303.49","300.18","1.14M","-0.38%"
"10/18/2013","302.08","300.22","302.08","299.61","1.35M","1.34%"
"10/17/2013","298.10","298.58","299.62","297.19","1.20M","0.67%"
"10/16/2013","296.13","298.93","298.93","296.13","1.08M","-0.62%"
"10/15/2013","297.97","296.16","297.97","296.16","1.16M","1.32%"
"10/14/2013","294.09","298.16","298.16","294.09","1.32M","-1.37%"
"10/11/2013","298.16","299.94","301.16","298.16","1.26M","0.13%"
"10/09/2013","297.76","298.18","299.07","297.04","1.13M","-0.46%"
"10/08/2013","299.14","297.68","299.34","297.05","1.17M","0.48%"
"10/07/2013","297.71","300.23","300.39","297.31","1.25M","-1.05%"
"10/04/2013","300.88","300.55","301.64","299.91","1.29M","-0.17%"
"10/03/2013","301.39","297.86","302.32","297.60","1.56M","1.45%"
"10/02/2013","297.09","298.39","298.90","296.56","1.43M","0.16%"
"10/01/2013","296.63","296.01","298.04","296.01","1.18M","0.23%"
"09/30/2013","295.95","295.29","297.21","294.35","976.89K","-0.66%"
"09/27/2013","297.91","298.30","298.90","297.14","951.61K","0.56%"
"09/26/2013","296.25","300.12","300.12","296.25","1.12M","-1.17%"
"09/25/2013","299.77","300.96","301.05","299.26","1.28M","-0.55%"
"09/24/2013","301.43","301.03","301.94","300.04","1.35M","0.26%"
"09/23/2013","300.65","298.25","300.96","297.90","1.22M","1.16%"
"09/18/2013","297.21","298.93","299.72","297.21","970.93K","-0.63%"
"09/17/2013","299.09","299.02","299.26","297.56","859.11K","-0.17%"
"09/16/2013","299.61","296.74","299.64","296.74","1.06M","1.59%"
"09/14/2013","294.91","296.03","296.35","294.90","595.48K","-0.33%"
"09/13/2013","295.88","296.72","297.73","295.33","914.95K","-0.52%"
"09/12/2013","297.42","296.85","298.54","296.47","1.16M","-0.44%"
"09/11/2013","298.72","297.95","298.72","295.67","1.28M","-0.26%"
"09/10/2013","299.51","300.07","301.15","297.37","1.33M","0.28%"
"09/09/2013","298.66","298.40","298.97","296.06","1.19M","0.36%"
"09/06/2013","297.60","298.19","298.44","296.76","1.44M","-0.03%"
"09/05/2013","297.68","295.50","297.68","295.19","1.49M","1.11%"
"09/04/2013","294.40","294.50","295.21","293.28","1.20M","-0.48%"
"09/03/2013","295.82","296.34","296.86","294.92","1.19M","0.47%"
"09/02/2013","294.45","292.67","294.89","292.02","1.12M","0.38%"
"08/30/2013","293.34","290.91","293.34","290.04","1.20M","1.36%"
"08/29/2013","289.41","286.66","290.02","286.66","1.03M","1.18%"
"08/28/2013","286.04","284.08","286.82","283.53","945.61K","0.18%"
"08/27/2013","285.53","287.45","288.62","285.53","1.13M","-0.92%"
"08/26/2013","288.17","288.80","289.08","287.30","961.88K","0.35%"
"08/23/2013","287.16","286.54","288.05","286.26","1.21M","0.95%"
"08/22/2013","284.46","281.91","284.80","280.88","1.22M","0.11%"
"08/21/2013","284.14","286.35","287.75","284.05","1.10M","0.00%"
"08/20/2013","284.14","286.35","287.75","284.05","1.10M","-0.86%"
"08/19/2013","286.60","287.33","288.21","286.19","972.71K","-0.20%"
"08/16/2013","287.16","284.79","288.18","284.55","1.22M","0.45%"
"08/15/2013","285.87","286.03","286.94","284.37","1.28M","-0.69%"
"08/14/2013","287.87","288.18","288.62","286.84","1.12M","-0.28%"
"08/13/2013","288.68","285.39","288.68","285.39","1.07M","1.65%"
"08/12/2013","283.99","283.31","284.34","282.53","898.01K","0.55%"
"08/09/2013","282.44","286.18","286.18","282.11","1.09M","-0.31%"
"08/08/2013","283.33","283.30","284.51","282.26","1.06M","-0.25%"
"08/07/2013","284.03","286.93","286.93","284.03","1.08M","-1.63%"
"08/06/2013","288.73","291.76","291.76","288.26","1.08M","-1.16%"
"08/05/2013","292.12","290.68","292.45","289.86","997.90K","0.66%"
"08/02/2013","290.21","293.02","294.28","289.88","1.26M","-0.10%"
"08/01/2013","290.49","292.89","293.01","290.22","1.18M","-1.09%"
"07/31/2013","293.69","294.90","295.32","293.09","1.14M","-0.57%"
"07/30/2013","295.38","293.41","295.50","293.18","898.54K","0.91%"
"07/29/2013","292.71","295.42","296.26","292.33","873.57K","-1.16%"
"07/26/2013","296.16","297.26","298.33","294.87","941.88K","0.09%"
"07/25/2013","295.90","295.31","297.13","293.94","1.12M","0.09%"
"07/24/2013","295.64","295.61","297.20","294.50","1.21M","0.24%"
"07/23/2013","294.94","291.39","295.69","291.39","1.30M","2.07%"
"07/22/2013","288.97","289.43","290.51","288.41","1.00M","0.28%"
"07/19/2013","288.17","290.94","291.78","287.70","1.44M","-2.81%"
"07/18/2013","296.50","299.68","300.56","296.31","1.28M","-1.63%"
"07/17/2013","301.42","302.14","302.69","300.16","1.35M","-0.72%"
"07/16/2013","303.61","303.91","304.48","302.17","1.23M","-0.34%"
"07/15/2013","304.65","302.12","304.65","302.05","1.06M","0.26%"
"07/12/2013","303.87","302.93","303.87","301.93","1.05M","0.31%"
"07/11/2013","302.92","300.53","303.19","300.53","1.25M","1.83%"
"07/10/2013","297.48","296.61","299.73","295.84","1.09M","0.14%"
"07/09/2013","297.07","294.85","297.53","294.17","858.34K","0.70%"
"07/08/2013","295.00","299.02","299.72","294.64","976.61K","-2.07%"
"07/05/2013","301.23","298.25","301.66","297.52","1.10M","1.61%"
"07/04/2013","296.47","298.65","299.10","296.05","1.14M","-0.70%"
"07/03/2013","298.56","301.26","301.90","297.74","1.34M","-1.39%"
"07/02/2013","302.78","304.06","304.63","302.47","1.32M","0.06%"
"07/01/2013","302.61","300.87","303.96","299.31","1.32M","-0.28%"
"06/28/2013","303.46","297.45","303.46","296.46","1.32M","2.71%"
"06/27/2013","295.44","294.34","296.05","293.90","1.55M","1.30%"
"06/26/2013","291.66","292.64","293.95","291.08","1.41M","1.51%"
"06/25/2013","287.32","289.13","291.88","286.31","1.35M","-0.74%"
"06/24/2013","289.47","292.08","292.68","289.47","1.20M","-1.21%"
"06/21/2013","293.01","291.13","293.44","289.68","1.76M","-1.24%"
"06/20/2013","296.68","298.88","299.42","296.07","1.29M","-1.49%"
"06/19/2013","301.17","302.73","303.78","301.17","1.05M","-0.37%"
"06/18/2013","302.28","300.21","302.53","299.13","1.08M","0.61%"
"06/17/2013","300.46","298.83","300.61","298.12","957.65K","0.63%"
"06/14/2013","298.59","300.22","300.78","297.15","1.21M","-0.05%"
"06/13/2013","298.73","303.07","303.98","298.73","1.29M","-2.55%"
"06/11/2013","306.56","309.80","309.80","306.56","1.04M","-0.70%"
"06/10/2013","308.73","309.41","309.92","307.94","987.79K","0.87%"
"06/07/2013","306.07","307.58","308.92","305.27","1.52M","-0.16%"
"06/06/2013","306.56","308.30","309.45","305.98","1.34M","-1.13%"
"06/05/2013","310.07","311.55","312.41","309.88","1.34M","-0.27%"
"06/04/2013","310.90","312.63","312.93","310.15","1.39M","0.12%"
"06/03/2013","310.52","309.45","311.79","308.48","1.25M","-0.65%"
"05/31/2013","312.54","315.80","316.30","311.80","1.96M","-0.06%"
"05/30/2013","312.73","315.18","315.82","312.13","1.48M","-1.05%"
"05/29/2013","316.04","315.42","316.70","315.05","1.56M","0.87%"
"05/28/2013","313.31","314.90","315.65","313.05","1.32M","-0.36%"
"05/27/2013","314.45","311.39","314.45","311.06","1.23M","1.15%"
"05/24/2013","310.89","313.32","313.56","309.28","1.49M","-0.14%"
"05/23/2013","311.32","316.12","316.93","311.14","2.07M","-1.96%"
"05/22/2013","317.55","318.40","319.61","316.50","1.91M","0.22%"
"05/21/2013","316.85","316.84","318.50","316.02","1.67M","0.02%"
"05/20/2013","316.79","315.87","317.44","315.48","1.26M","0.20%"
"05/17/2013","316.17","315.98","317.45","315.47","1.50M","-0.19%"
"05/16/2013","316.77","316.29","318.53","315.47","1.93M","0.63%"
"05/15/2013","314.79","312.52","315.02","311.97","1.39M","0.65%"
"05/14/2013","312.75","313.88","314.80","312.22","1.26M","0.07%"
"05/13/2013","312.53","313.73","314.47","311.72","1.25M","-0.26%"
"05/10/2013","313.35","314.70","314.70","312.23","1.43M","-0.48%"
"05/09/2013","314.86","316.28","316.42","314.54","1.59M","0.31%"
"05/08/2013","313.90","310.70","314.06","310.70","1.51M","1.31%"
"05/07/2013","309.84","311.12","311.22","309.40","1.17M","-0.15%"
"05/06/2013","310.31","310.20","310.41","309.03","1.16M","0.91%"
"05/03/2013","307.52","308.97","310.12","307.12","1.26M","-0.05%"
"05/02/2013","307.66","306.76","308.22","305.54","1.29M","0.64%"
"04/30/2013","305.69","304.17","306.25","304.17","1.39M","1.06%"
"04/29/2013","302.47","302.60","303.00","301.53","1.07M","0.30%"
"04/26/2013","301.57","301.62","303.89","301.31","1.23M","0.21%"
"04/25/2013","300.95","300.67","301.58","299.57","1.07M","0.04%"
"04/24/2013","300.82","299.89","300.95","298.75","1.49M","0.83%"
"04/23/2013","298.35","299.23","300.09","297.46","1.21M","-0.68%"
"04/22/2013","300.38","301.22","302.29","299.44","1.05M","0.43%"
"04/19/2013","299.09","296.87","299.70","296.87","1.22M","2.40%"
"04/18/2013","292.07","291.43","293.73","290.51","998.28K","-0.25%"
"04/17/2013","292.80","293.35","293.42","291.92","886.22K","0.26%"
"04/16/2013","292.04","286.88","292.04","286.88","849.80K","0.69%"
"04/15/2013","290.03","292.69","293.56","289.86","905.76K","-0.98%"
"04/12/2013","292.90","295.45","295.60","292.31","980.19K","-0.84%"
"04/11/2013","295.38","292.58","295.38","292.57","987.53K","1.47%"
"04/10/2013","291.09","291.80","291.80","290.29","934.01K","0.42%"
"04/09/2013","289.87","291.66","292.30","289.44","1.01M","-0.51%"
"04/08/2013","291.35","293.72","293.84","290.65","1.25M","-2.22%"
"04/03/2013","297.96","298.22","298.49","296.95","865.98K","0.28%"
"04/02/2013","297.12","296.26","297.65","295.52","860.34K","0.23%"
"04/01/2013","296.44","297.54","297.89","296.05","821.07K","-0.14%"
"03/29/2013","296.85","296.71","297.62","295.83","914.59K","0.64%"
"03/28/2013","294.96","296.67","296.68","294.23","972.32K","-0.37%"
"03/27/2013","296.05","295.38","296.52","294.95","1.12M","0.52%"
"03/26/2013","294.52","294.51","295.33","293.58","1.11M","0.39%"
"03/25/2013","293.38","293.89","294.54","293.30","1.08M","0.86%"
"03/22/2013","290.87","291.28","292.47","290.87","1.01M","-0.01%"
"03/21/2013","290.91","292.09","292.77","290.91","930.82K","-0.03%"
"03/20/2013","291.01","292.62","292.62","290.74","949.22K","-0.68%"
"03/19/2013","293.00","293.17","294.18","292.02","959.57K","0.52%"
"03/18/2013","291.48","293.96","294.30","291.47","998.34K","-1.36%"
"03/15/2013","295.49","298.47","298.77","295.49","1.30M","-0.36%"
"03/14/2013","296.57","297.76","297.79","295.36","1.15M","-0.27%"
"03/13/2013","297.37","297.13","298.77","295.48","1.23M","0.42%"
"03/12/2013","296.14","296.28","298.37","295.77","1.59M","-0.04%"
"03/11/2013","296.25","296.04","298.40","295.49","1.61M","-0.08%"
"03/08/2013","296.48","296.20","297.59","295.88","1.19M","0.30%"
"03/07/2013","295.60","295.84","297.24","295.16","1.25M","-0.19%"
"03/06/2013","296.17","297.02","298.09","295.49","1.45M","-0.02%"
"03/05/2013","296.24","295.38","296.62","294.13","1.31M","1.03%"
"03/04/2013","293.23","296.30","296.30","292.45","1.26M","-1.00%"
"03/01/2013","296.18","294.23","296.28","294.23","1.20M","0.66%"
"02/27/2013","294.25","292.48","294.45","291.83","1.07M","0.53%"
